,id,0
0,1028232,171.55038656351894
1,1127204,170.76368135177495
2,1212707,171.91624639944553
3,1082698,284.0910589279889
4,1400926,282.340685908127
5,1284113,316.82350357229063
6,1197966,315.4389903883553
7,1132739,269.83978059550054
8,1057981,202.22852144802403
9,1095932,181.28748457620748
10,1454421,175.95388720678545
11,1149765,238.53102774437713
12,1166964,89.2925290837178
13,1010949,232.3084974800513
14,1409575,384.27781878558653
15,1181616,112.48073974162321
16,1456020,228.08435674911465
17,1264395,272.63322917745853
18,1472931,259.35422129379424
19,1412015,264.6788277227212
20,1461229,225.7897713604711
21,1014564,215.38236531897041
22,1485914,101.25449283877202
23,1345389,100.33806717392281
24,1006833,100.7314197797948
25,1174921,-41.74178721194039
26,1175393,-41.74178721194039
27,1152412,110.55902216097536
28,1497398,109.51287604302104
29,1363486,163.81991579966223
30,1366766,74.5332737034218
31,1192413,74.5332737034218
32,1319547,288.676270450826
33,1337684,287.6301243328717
34,1479766,308.0755809156565
35,1460444,566.9539612517353
36,1139730,293.976824390156
37,1115056,295.78218294990893
38,1335827,288.55305388520276
39,1385333,437.8929209849378
40,1096323,438.25878082086433
41,1230693,397.0020078193684
42,1027016,324.60771713139223
43,1181520,299.69010330414363
44,1306234,304.528120384534
45,1271440,361.22109772378093
46,1269834,213.02874518107598
47,1176823,356.0447135774095
48,1193098,166.26654999394356
49,1034878,165.7434769349664
50,1010243,234.6477366620499
51,1451807,234.6477366620499
52,1016845,235.30053017413223
53,1198021,728.799864003345
54,1413802,302.91631257134753
55,1231223,257.58073493125966
56,1274226,351.8205728464728
57,1425142,391.40170774132116
58,1211593,377.20627419280765
59,1419190,242.66408631585665
60,1180223,230.91631784630835
61,1194932,331.8330731525398
62,1323477,378.1055778988422
63,1371595,357.5302269673857
64,1171521,362.95123952751226
65,1052384,362.55788692164026
66,1060921,363.34459213338425
67,1261811,224.46763587715304
68,1246502,222.63478454745473
69,1497466,226.97722133881342
70,1232717,80.68465061469664
71,1136112,80.16157755571948
72,1196334,608.8875677715216
73,1349533,233.24909214037928
74,1463406,233.1193716872741
75,1447686,197.74641674180282
76,1336105,196.7002706238485
77,1012855,412.72336084421977
78,1180646,404.77795032997756
79,1062490,431.5481648602479
80,1098228,285.81676266028273
81,1101375,284.4047567064018
82,1400016,284.95532253532446
83,1439889,278.61512636552203
84,1408468,394.8291962150833
85,1044490,395.09282836785013
86,1290002,438.07162237517866
87,1190633,439.35390787595435
88,1040430,387.4574329055596
89,1049366,289.22910272548575
90,1224120,308.94283963641743
